household_id,coupon_upc,campaign_id,redemption_date
979,53210060033,18,2017-11-18
979,54105800093,18,2017-11-18
979,57143020076,18,2017-11-18
1130,53700013182,18,2017-11-18
1618,10000085475,18,2017-11-18
1618,55000013950,18,2017-11-18
1648,52570016075,18,2017-11-18
1648,55000013950,18,2017-11-18
1651,10000085475,18,2017-11-18
1762,10000085475,18,2017-11-18
1831,54300026050,18,2017-11-18
1937,10000085476,18,2017-11-18
2455,10000085478,18,2017-11-18
2462,51258700050,18,2017-11-18
22,54300026050,18,2017-11-19
22,54850010033,18,2017-11-19
40,57410101082,18,2017-11-19
40,57410101082,19,2017-11-19
490,10000085477,18,2017-11-19
490,51800015050,18,2017-11-19
574,51500050033,19,2017-11-19
574,55220010013,19,2017-11-19
1633,10000085477,18,2017-11-19
1850,10000085475,18,2017-11-19
2342,10000085479,18,2017-11-19
67,10000085475,18,2017-11-20
67,10000089290,18,2017-11-20
67,51800015050,18,2017-11-20
67,51906341075,18,2017-11-20
67,53010010033,18,2017-11-20
101,10000085476,18,2017-11-20
115,50008710076,19,2017-11-20
115,51500050033,19,2017-11-20
305,10000085477,18,2017-11-20
864,10000085475,18,2017-11-20
864,10000085478,18,2017-11-20
864,10000089263,18,2017-11-20
864,10000089270,18,2017-11-20
908,53120026033,18,2017-11-20
908,54154888076,18,2017-11-20
1602,10000085475,18,2017-11-20
1602,52113100033,18,2017-11-20
1602,54200029176,18,2017-11-20
1602,57143020076,18,2017-11-20
1797,51800010250,18,2017-11-20
1797,54060060076,18,2017-11-20
1797,55100043133,18,2017-11-20
1823,10000085478,18,2017-11-20
1823,52800051098,18,2017-11-20
2088,10000085475,18,2017-11-20
2088,10000085478,18,2017-11-20
2124,51500050033,19,2017-11-20
2124,52100023024,18,2017-11-20
2124,57007461076,19,2017-11-20
2441,54060060076,18,2017-11-20
13,10000089277,18,2017-11-21
13,51800015050,18,2017-11-21
13,53500035050,18,2017-11-21
13,54105800093,18,2017-11-21
361,10000085478,18,2017-11-21
361,51200000076,18,2017-11-21
389,52000030042,18,2017-11-21
389,52113100033,18,2017-11-21
389,54060060076,18,2017-11-21
389,54300026050,18,2017-11-21
413,10000085476,18,2017-11-21
805,53700048182,19,2017-11-21
1529,10000085478,18,2017-11-21
1529,54300026050,18,2017-11-21
1717,10000085476,18,2017-11-21
1717,10000089263,18,2017-11-21
1935,51258700050,18,2017-11-21
1935,54850010033,18,2017-11-21
2240,53600010087,19,2017-11-21
67,57631000076,18,2017-11-22
378,10000085478,18,2017-11-22
378,57124960082,18,2017-11-22
545,50581447025,18,2017-11-22
545,53010010033,18,2017-11-22
805,10000089271,18,2017-11-22
807,10000085477,18,2017-11-22
807,10000089290,18,2017-11-22
1064,10000085478,18,2017-11-22
1064,54420930024,18,2017-11-22
1064,55000013933,18,2017-11-22
1303,10000085478,18,2017-11-22
1419,53010010033,18,2017-11-22
2234,10000089290,18,2017-11-22
2378,10000085475,18,2017-11-22
2421,10000089290,18,2017-11-22
2421,51800015050,18,2017-11-22
2496,55100000013,18,2017-11-22
192,54900050076,18,2017-11-23
80,53600010087,19,2017-11-24
1419,52840001082,18,2017-11-24
2084,55000013950,18,2017-11-24
983,54420930024,18,2017-11-25
983,57218040076,18,2017-11-25
104,10000085477,18,2017-11-26
484,55480017133,18,2017-11-26
484,57143020076,18,2017-11-26
864,10000089239,18,2017-11-26
889,51600070033,18,2017-11-26
889,55400061078,18,2017-11-26
1412,52260010055,18,2017-11-26
1687,57143020076,18,2017-11-26
1839,51500050013,19,2017-11-26
1869,10000085478,18,2017-11-26
1957,10000085477,18,2017-11-26
1990,10000085475,18,2017-11-26
1397,55000013950,18,2017-11-27
1609,10000085475,18,2017-11-27
1609,51600070033,18,2017-11-27
1609,51800015050,18,2017-11-27
1989,51780034082,18,2017-11-27
1989,57143020076,18,2017-11-27
2374,10000085479,18,2017-11-27
2374,10000089239,18,2017-11-27
2374,52100023024,18,2017-11-27
2374,52500010050,18,2017-11-27
2374,54060060076,18,2017-11-27
67,55000013950,18,2017-11-28
460,54060060076,18,2017-11-28
1074,57631000076,18,2017-11-28
1651,10000089304,18,2017-11-28
1651,50308412050,18,2017-11-28
1651,53700061674,18,2017-11-28
1651,57050100082,18,2017-11-28
1797,10000089290,18,2017-11-28
1797,52113100033,18,2017-11-28
2370,10000085479,18,2017-11-28
2370,10000089290,18,2017-11-28
2370,55410000076,18,2017-11-28
426,10000085475,18,2017-11-29
426,10000089250,18,2017-11-29
426,52000030042,18,2017-11-29
687,10000085479,18,2017-11-29
687,10000089290,18,2017-11-29
687,54850010033,18,2017-11-29
709,54589399255,20,2017-11-29
1166,10000085478,18,2017-11-29
2082,10000085479,18,2017-11-29
588,51800015050,18,2017-11-30
588,53700048182,19,2017-11-30
1722,10000085475,18,2017-11-30
1856,55000013950,18,2017-11-30
636,57332150033,18,2017-12-01
805,10000085479,18,2017-12-01
1451,52800051098,18,2017-12-01
2130,51298810078,18,2017-12-01
2130,53010010033,18,2017-12-01
2130,57144800076,18,2017-12-01
2448,10000085477,18,2017-12-01
438,54200029176,18,2017-12-02
464,54800110055,20,2017-12-02
492,10000085475,18,2017-12-02
492,54200029176,18,2017-12-02
1376,54589399277,20,2017-12-02
1762,10000089305,18,2017-12-02
2147,10000085475,18,2017-12-02
2147,10000089302,18,2017-12-02
2147,54850010033,18,2017-12-02
2231,51862700076,18,2017-12-02
2231,53600010087,19,2017-12-02
2427,51600070033,18,2017-12-02
139,51570011042,18,2017-12-03
139,57294010033,18,2017-12-03
825,53120026033,18,2017-12-03
825,57143020076,18,2017-12-03
1146,51906341075,18,2017-12-03
1146,52000030042,18,2017-12-03
1197,52200090076,18,2017-12-03
1197,55410000076,18,2017-12-03
1197,57143020076,18,2017-12-03
1197,57680000050,18,2017-12-03
1419,53620010028,20,2017-12-03
1419,54589399255,20,2017-12-03
1419,54800110055,20,2017-12-03
1419,57940033055,20,2017-12-03
1591,50930030075,18,2017-12-03
1591,51600070033,18,2017-12-03
1591,54800111033,18,2017-12-03
1618,54200029176,18,2017-12-03
1823,51600070033,18,2017-12-03
1823,51800010250,18,2017-12-03
1823,53010010033,18,2017-12-03
1823,54154888076,18,2017-12-03
1995,54850010033,18,2017-12-03
2400,53600010087,19,2017-12-03
2400,53700048182,19,2017-12-03
2400,57007451076,19,2017-12-03
2488,10000085475,18,2017-12-03
2488,51800015050,18,2017-12-03
2488,54900050076,18,2017-12-03
956,51906341075,18,2017-12-04
1229,10000085475,18,2017-12-04
1256,10000085479,18,2017-12-04
1256,51600070033,18,2017-12-04
1609,54850010033,18,2017-12-05
1651,54154888076,18,2017-12-05
1839,53700048182,19,2017-12-05
2162,51600070033,18,2017-12-05
2234,10000085475,18,2017-12-05
2234,57050100082,18,2017-12-05
2380,52100054076,18,2017-12-05
2380,57680000050,18,2017-12-05
101,52000030042,18,2017-12-06
1228,54154888076,18,2017-12-06
1228,54900050076,18,2017-12-06
1494,10000085479,18,2017-12-06
1494,51960010076,18,2017-12-06
1529,54100027032,20,2017-12-06
1529,54589399255,20,2017-12-06
2488,52200090076,18,2017-12-06
2500,55000013950,18,2017-12-06
115,50008710076,19,2017-12-07
389,54900050076,18,2017-12-07
437,51500050033,19,2017-12-07
1726,51780071276,18,2017-12-07
1995,10000085477,18,2017-12-07
2019,10000085479,18,2017-12-07
2124,10000085475,18,2017-12-07
2124,51500050013,19,2017-12-07
2124,51600070033,18,2017-12-07
2124,53400061150,18,2017-12-07
2124,53700048182,19,2017-12-07
2124,55220010013,19,2017-12-07
345,51600070033,18,2017-12-08
1166,53700067076,18,2017-12-08
1778,10000085475,18,2017-12-08
1778,10000085476,18,2017-12-08
1778,54133500050,18,2017-12-08
1778,55100000013,18,2017-12-08
2347,55703711082,18,2017-12-08
2351,52113100033,18,2017-12-08
463,10000085475,18,2017-12-09
929,10000085477,18,2017-12-09
1098,10000085475,18,2017-12-09
1511,54900050076,18,2017-12-09
2324,10000085479,18,2017-12-09
22,52100000031,22,2017-12-10
22,54450000076,22,2017-12-10
40,52000030042,18,2017-12-10
574,51500050013,19,2017-12-10
877,50004510076,18,2017-12-10
877,54200029176,18,2017-12-10
1318,52200090076,18,2017-12-10
1318,57231020034,18,2017-12-10
1957,53700051551,18,2017-12-10
2407,10000089248,18,2017-12-10
712,10000085475,18,2017-12-11
712,54060060076,18,2017-12-11
712,54300026050,18,2017-12-11
712,54900050076,18,2017-12-11
2240,53600010087,19,2017-12-11
687,51800015050,18,2017-12-12
687,51960010076,18,2017-12-12
1566,54589399275,20,2017-12-12
1921,10000085479,18,2017-12-12
1921,10000089290,18,2017-12-12
2380,51500050033,19,2017-12-12
793,10000085477,18,2017-12-13
793,10000085479,18,2017-12-13
1581,10000089290,18,2017-12-13
2158,51298810078,18,2017-12-13
2158,54154888076,18,2017-12-13
67,51800000050,22,2017-12-14
67,57045970076,22,2017-12-14
367,10000089251,18,2017-12-14
367,51116200076,18,2017-12-14
367,51600070033,18,2017-12-14
979,51800000050,22,2017-12-14
1113,52100000031,22,2017-12-14
99,10000085475,18,2017-12-15
99,54060060076,18,2017-12-15
485,51800000050,22,2017-12-15
485,52100000031,22,2017-12-15
588,52100023024,18,2017-12-15
805,53600010087,19,2017-12-15
1633,52100023024,18,2017-12-15
1823,51600070033,18,2017-12-15
2200,51800000050,22,2017-12-15
2200,52100000031,22,2017-12-15
2200,52800031032,22,2017-12-15
2200,57045970076,22,2017-12-15
2494,51111120001,18,2017-12-15
2494,54105800093,18,2017-12-15
18,55000013950,18,2017-12-16
164,53800050033,18,2017-12-16
464,52100000031,22,2017-12-16
574,53700048182,19,2017-12-16
936,54850010033,18,2017-12-16
1451,53700067076,18,2017-12-16
1751,51500050033,19,2017-12-16
1935,53160401082,18,2017-12-16
1989,10000085475,18,2017-12-16
2467,51800010250,18,2017-12-16
426,51116200076,18,2017-12-17
426,51800015050,18,2017-12-17
755,10000085475,18,2017-12-17
755,51111120001,18,2017-12-17
755,51862700076,18,2017-12-17
755,52800051098,18,2017-12-17
755,54060060076,18,2017-12-17
755,54200029176,18,2017-12-17
1318,53010010033,18,2017-12-17
2494,10000085477,18,2017-12-17
2494,52310000076,18,2017-12-17
2494,54133500050,18,2017-12-17
13,52800031032,22,2017-12-18
101,54900050076,18,2017-12-18
1726,50581447025,18,2017-12-18
1726,51600070033,18,2017-12-18
1726,54900050076,18,2017-12-18
1989,53160401082,18,2017-12-18
2007,10000085478,18,2017-12-18
2007,51011913593,18,2017-12-18
2007,51111122076,20,2017-12-18
2007,51570011042,18,2017-12-18
2007,51600070033,18,2017-12-18
2007,51920021576,18,2017-12-18
2007,53010010033,18,2017-12-18
2007,53160401082,18,2017-12-18
2007,53620010028,20,2017-12-18
2007,53980010082,18,2017-12-18
2007,54100027032,20,2017-12-18
2007,54589371155,20,2017-12-18
2007,55100000013,18,2017-12-18
2007,57231020034,18,2017-12-18
2380,51600070033,18,2017-12-18
18,52500010050,18,2017-12-19
1166,51600030101,18,2017-12-19
1166,51600070033,18,2017-12-19
1166,52500010050,18,2017-12-19
1166,52800051098,18,2017-12-19
1197,57631000076,18,2017-12-19
2199,52500010050,18,2017-12-19
2199,54300026050,18,2017-12-19
2199,55480017133,18,2017-12-19
2398,10000085477,18,2017-12-19
40,54060060076,18,2017-12-20
40,54200029176,18,2017-12-20
256,51111120076,20,2017-12-20
256,51312010033,22,2017-12-20
256,51800000050,22,2017-12-20
256,54589399275,20,2017-12-20
256,57045970076,22,2017-12-20
545,10000085477,18,2017-12-20
1437,51312010033,22,2017-12-20
1437,51800015050,18,2017-12-20
1437,52100000031,22,2017-12-20
1437,53010010033,18,2017-12-20
1437,57045970076,22,2017-12-20
2148,10000089290,18,2017-12-20
67,54850010033,18,2017-12-21
67,54850010033,22,2017-12-21
67,57218040076,18,2017-12-21
397,56687861776,18,2017-12-21
761,51312010033,22,2017-12-21
761,51800000050,22,2017-12-21
761,52100000031,22,2017-12-21
761,52800031032,22,2017-12-21
761,54132220050,22,2017-12-21
761,54400021032,22,2017-12-21
761,54450000076,22,2017-12-21
982,51600070033,18,2017-12-21
982,51800000050,22,2017-12-21
982,51800015050,18,2017-12-21
982,54850010033,18,2017-12-21
982,54850010033,22,2017-12-21
1651,54154888076,18,2017-12-21
1854,10000089319,21,2017-12-21
1854,56261260075,21,2017-12-21
1854,57790113076,18,2017-12-21
2370,10000089269,18,2017-12-21
2370,52100023024,18,2017-12-21
2370,52500010050,18,2017-12-21
22,51312010033,22,2017-12-22
22,54850010033,18,2017-12-22
22,54850010033,22,2017-12-22
2374,50581447025,18,2017-12-22
936,51111120001,18,2017-12-23
1687,10000089251,18,2017-12-23
1823,54300026050,18,2017-12-23
1944,52570016075,18,2017-12-23
2305,51600070033,18,2017-12-23
2305,55410000076,18,2017-12-23
2462,54610000076,21,2017-12-23
2478,10000085477,18,2017-12-23
2478,52113100033,18,2017-12-23
2478,54850010033,18,2017-12-23
2478,54850010033,22,2017-12-23
13,51312010033,22,2017-12-24
13,53980010082,18,2017-12-24
22,10000085486,22,2017-12-24
867,52570016075,18,2017-12-24
2317,10000085475,18,2017-12-24
2317,10000089277,18,2017-12-24
888,54589321176,20,2017-12-26
2233,10000085493,23,2017-12-28
2233,52840000082,23,2017-12-28
2233,55200017313,23,2017-12-28
2260,51800000050,22,2017-12-28
2260,52100000031,22,2017-12-28
2260,54450000076,22,2017-12-28
2260,57045970076,22,2017-12-28
13,10000089316,22,2017-12-29
13,54400021032,22,2017-12-29
115,50052110076,20,2017-12-29
115,53620010028,20,2017-12-29
115,54100024032,20,2017-12-29
115,54100027032,20,2017-12-29
367,54800110055,20,2017-12-29
889,51450050050,22,2017-12-29
807,10000085493,23,2017-12-30
807,51200000076,23,2017-12-30
807,55200017313,23,2017-12-30
1676,10000085491,23,2017-12-30
1676,54850010033,23,2017-12-30
1437,10000089316,22,2017-12-31
